gene_id,185_026_T0,185_128_T0,185_037_T0,185_057_T0,185_071_T0,185_107_T0,185_184_T0,185_194_T0,PIM046_A1,PIM046_A2,PIM046_A3,PIM056_A1,PIM056_A2,PIM056_A3,185_002_T0,185_002_X0_P3,185_006_T0,185_006_X0_P3,185_014_T0,185_014_X0_P3,185_026_X0_P3,185_071_X0_P3,185_128_X0_P3,185_129_X0_P3,185_198_X0_P3,185_037_X0_P3,185_049_X0_P3,185_107_X0_P3,185_184_X0_P3,185_194_X0_P3
PCDHA9,0.18,0.42,0.26,0.23,2.42,0.46,2.12,1.04,0.45,0.36,0.54,0.15,0.21,0.09,0.48,1.14,0.15,0.03,0.98,1.03,0.04,5.18,0.55,31.05,1.7,2.15,3.3,11.75,2.99,10.27
PCDHAC1,0.74,5.62,4.09,1.37,8.22,1.86,3.57,5.7,0.8,1.52,1.19,0.88,0.72,1.1,1.15,1.13,1.24,0.7,5.67,9.06,0.42,20.18,4.06,63.59,3.96,4,7.29,7.94,4.57,18.25
PCDHAC2,0.64,2.91,1.61,3.09,1.52,1.21,2.47,1.43,0.72,1.96,1.91,0.72,0.51,0.53,2.23,2.74,0.62,0.64,3.02,1.78,0,7.28,0.44,16.28,0.68,1.23,2.82,6.09,7.64,1.68
PCDHB1,0.22,0.1,0.74,0.27,0.28,1.71,0.31,0.18,0,0.02,0,0,0,0,0,0.04,0.08,0.05,0.56,0.9,0,0.71,0,2.25,0,0.61,2.57,4.1,1.78,2.77
PCDHB10,12.68,43.36,0.62,2.37,13.41,7.55,5.67,8.57,0.43,0.96,0.91,5.07,5.6,5.61,14.23,16.99,4.26,9.75,24.83,24.54,2.69,39.9,35.19,49.34,27.52,3.5,23.96,29.54,4.24,12.22
PCDHB11,3.17,4.98,0.32,1.84,9.5,4.6,2.01,0.22,0.03,0,0.09,0.03,0.04,0.06,1.61,1.26,0.87,0.96,6.4,4.34,3.34,15.9,4.14,69.21,16.35,1.98,7.28,16.82,1.43,3.99
PCDHB12,3.42,5.57,0.4,0.96,6.11,2.51,2.94,1.32,0.04,0.1,0.15,0.05,0.11,0.07,1.58,1.09,0.8,0.83,4.64,3.21,1.03,21.47,3.47,47.59,11.01,2.37,10.14,20.72,5.55,5.62
PCDHB13,17.15,9.19,6.63,15.9,55.21,2.91,5.61,22.12,0.04,0.37,0.4,0.05,0.13,0.15,1.89,1.16,1.06,0.65,7.11,3.32,7.7,103.24,23.36,107.17,80.78,8.2,16.82,19.26,2.4,43.51
PCDHB14,21.46,38.35,2.44,5.71,18.45,13.88,14.95,6.53,2.75,4.15,4.36,2.92,3.08,3.23,12.6,25.86,1.04,2.8,17.01,14.32,13.11,61.51,24.44,64.28,78.46,4.71,44.93,26.26,7.47,20.4
PCDHB15,5.95,7.78,0.68,1.39,4.32,2.59,2.31,0.29,0.12,0.15,0.25,0.09,0.04,0.17,2.38,2.98,0.57,0.19,4.33,2.45,3.16,6.02,1.21,33.73,4.89,2.64,10.87,12.23,1.8,3.62
PCDHB16,19.27,39.65,1.4,5.4,37.99,6.17,10.63,5.8,0.15,0.11,0.13,0.09,0.03,0.08,2.27,1.06,0.72,0.22,6.09,8.04,10.34,67.96,68.66,59.54,25.16,1.5,8.4,13.16,7.22,13.73
PCDHB2,50.84,11.84,23.51,6.7,58.01,9.84,4.74,35.24,14.27,16.77,19.71,56.29,47.25,59.58,49.93,64.37,0.56,0.18,4.16,1.68,31.32,61.88,61.17,101.76,72.2,19.74,53.49,7.59,4.37,34.99
PCDHB3,6.43,24.45,0.84,0.65,5.43,5.32,13.09,2.51,0.28,0.47,0.42,0.51,0.33,0.46,4.51,4.34,0.31,0.02,16.74,17.59,4.24,14.01,14.87,55.23,10.45,2.39,13.71,21.98,20.08,7.28
PCDHB4,5.02,22.8,1.58,0.91,3.14,4.15,5.13,0.86,0.75,1.24,1.43,0.63,0.5,0.39,1.9,2.02,3.43,7.99,37.75,46.53,0.71,8.84,10.21,41.67,7.64,3.97,9.96,11.17,3.29,3.63
PCDHB5,84.05,9.7,1.9,3.09,7.22,2.49,5.34,0.65,0.1,0.23,0.12,0.27,0.13,0.12,2.04,1.69,0.38,0.19,12.5,12.58,24.05,10.92,8.6,157.13,2.97,3.68,12.32,32.83,4.75,5.67
PCDHB6,19.4,5.43,1.55,5.42,24.99,8.36,2.74,1.93,0.06,0.24,0.22,0.05,0.06,0.04,0.71,0.61,11.59,26.67,20.75,23.33,6.22,48.92,6.7,85.02,57.53,3.1,7.32,14.12,4.74,4.31
PCDHB7,21.69,35.06,0.74,1.44,17.12,7.95,2.78,1.67,0.69,0.57,0.67,0,0.02,0.05,21.38,25.94,0.45,0.07,10.33,12.06,8.99,30.78,44.91,65.37,10.35,5.43,10.01,18.91,4.62,3.97
PCDHB8,99.16,74.72,1.08,20.57,34.8,20.63,1.47,33.88,1.78,3.14,2.8,0.03,0.05,0,6.83,7.13,0.21,0.13,14.63,16.13,42.81,31.88,96.97,137.5,67.28,9.85,7.65,44.19,2.28,35.37
PCDHB9,13.55,55.32,0.93,3.74,6.88,4.02,2.39,7.92,1.95,2.66,3.29,5.62,5.25,5.94,14.13,18.37,5.26,19.55,14.85,20.42,4.93,18.35,60.9,21.09,11.46,3.41,12.19,10.83,2.04,12.07
PCDHGA1,6.89,10.75,1.28,1.1,3.19,2.8,0.54,1.19,0.52,0.93,1.04,0.53,0.8,1.03,9.76,10.65,0.29,0.11,9.12,11.12,4.24,20.73,1.39,17.1,3.84,1.93,5.81,10.17,1.74,3.75
PCDHGA10,13.79,7.24,3.1,4.41,16.02,4.54,4.05,5.84,0.04,0.2,0.19,3.45,3.81,4.48,7.05,7.16,1.83,0.37,10.26,6.45,3.01,25.36,13.8,70.65,19.73,3.31,47.06,23.96,3.82,10.14
PCDHGA11,3.67,2.23,2.02,0.3,5.44,1.09,1.05,0.13,0.03,0.21,0.13,0.74,0.66,0.79,5.73,5.76,1.08,0.6,6.97,4.35,3.02,4.95,3.59,13.79,5.29,1.89,5.79,10.81,2.33,4
PCDHGA12,9.04,5.8,1.05,3.34,7.46,1.25,3.3,1.22,0.08,0.24,0.1,0.5,0.3,0.8,8.28,7.29,1.68,0.21,11.64,4.98,2.51,8.7,3.98,21.72,8.17,3.49,9.13,18.56,3.31,7.63
PCDHGA2,4.62,9.13,0.6,2.01,8.56,1.22,4.43,0.68,0.16,0.59,0.3,1.54,1.77,1.99,7.42,8.6,0.45,0.02,8.79,9.24,1.03,18.16,15.68,14.49,2.09,2.66,5.38,10.24,1.77,3.67
PCDHGA3,30.43,6.76,0.35,1.14,3.54,0.77,3.28,1.07,0.21,0.27,0.25,1.64,2.45,2.74,5.82,7.43,0.42,0.03,3.83,4.12,5.1,8.71,4.8,16.85,0.85,1.61,4.48,12.9,2.33,4.91
PCDHGA4,9.48,16.87,2.02,0.06,21.44,9.39,1.46,1.21,0.17,0.56,0.43,2.34,2.2,2.9,5.43,6.08,2.16,3.21,23.53,20.55,4.96,29.41,17.56,21.3,45.05,7.6,19.67,37.01,1.79,5.86
PCDHGA5,6.49,8.27,2.9,8.14,23.92,3.31,1.68,4.75,0.41,1.14,0.84,1.05,0.78,1.41,4.92,4.86,1.35,1.6,10.83,10.86,3.85,19.95,13.93,29.49,38.87,5.06,15.94,23.75,1.39,5.93
PCDHGA6,7.2,12.25,1.72,4.3,12.2,2.29,1.16,1.34,1.95,3.51,3.86,2.11,1.76,2.27,4.7,4.91,1.97,1.53,10.77,9.89,3.27,17.03,8.74,26.11,21.62,5.53,14.37,22.8,1.26,5.11
PCDHGA7,10.04,5.56,1.06,3.19,9.28,3.14,1.03,0.5,1.88,3.74,3.6,0.71,0.42,0.73,2.75,3.49,1.2,0.89,8.49,7.89,6.06,16.96,3.74,22.94,19.96,5.26,9.04,18.88,0.97,3.84
PCDHGA8,6.45,4.72,0.32,0.49,10.81,1.3,3.02,1.12,2.85,5.73,7.18,0.87,1.13,1.05,1.37,3.16,0.64,0.38,6.25,5.24,2.52,17.89,4.48,15.88,8.77,4.32,6.47,21.04,2.93,6.86
PCDHGA9,9.27,5.17,0.8,3.56,8.51,3.59,2.55,2.54,0.23,0.36,0.52,0.65,0.42,0.48,10.11,8.95,1.49,0.69,10.35,6.42,5.08,15.39,4.79,20.47,13.84,2.7,4.65,18.45,4.48,6.47
PCDHGB1,19.77,27.99,9.05,1.13,28.13,15.56,1.77,0.96,0.96,2.43,2.6,4.47,3.83,5.09,5.37,5.95,2.45,5.28,38.56,41.42,7.46,48.92,11.45,38.11,60.31,24.62,30.04,48.94,6.27,7.33
PCDHGB2,9.53,12.15,1.4,12.05,30.76,6.01,2.2,4.3,1.05,3.18,2.42,2.38,2.42,2.64,5.52,5.52,2.19,2.45,19.02,20.36,5.51,35.66,17.47,39.49,36.58,5.9,22.35,31.88,1.41,6.29
PCDHGB3,10.72,13.1,0.67,0.54,21.24,3.46,2.02,1.13,0.76,2.43,2.26,1.07,0.95,1.1,4.01,4.59,2.12,2.04,10.08,9.35,3.63,32.78,7.21,43.31,36.43,7.98,18.92,34.02,2.28,7.67
PCDHGB4,48.42,7.24,1.33,10.93,34.48,2.44,21.55,10.05,0.49,0.59,0.77,7.89,9.3,8.2,2.51,2.81,1.06,0.9,5.82,4.89,38.52,72.45,15.83,28.13,16.2,4.17,7.81,14.21,9.38,20.04
PCDHGB5,44.96,10.3,11.31,2.86,22.72,8.89,5.03,1.9,6.72,14.04,17.31,12.71,13.3,18.04,52.99,53.64,1.95,0.46,40.84,39.28,23,34.2,15.32,49.15,52.19,8.17,10.72,40.09,5.9,10.27
PCDHGB6,10.44,5.06,1.3,3.51,12.08,1.77,7.02,12.91,0.37,0.38,0.52,0.87,0.95,1.37,8.96,8.74,1.55,0.45,27.56,22.45,6.37,13.32,2.38,19.87,14.11,3.32,5.07,20.84,2.36,7.86
PCDHGB7,20.13,12.92,6.13,22.26,28.92,7.45,13.64,31.77,0.04,0.13,0.12,0.74,0.49,0.83,10.46,7.65,2.68,0.37,16.89,5.94,2.53,23.78,21.21,53.13,22.54,6.92,21.14,39.67,3.73,23.4
PCDHGC3,27.04,84.9,6.69,12.96,38.53,10.94,18.02,12.68,26.82,16.51,16.3,18.01,10.17,10,43.59,60.85,15.38,23.41,144.12,133.03,5.36,41.65,10.76,26.72,31.95,9.79,34.83,23.31,4.35,22.33
PCDHGC4,0.93,1.16,0.3,0.34,1.82,0.77,1.47,0.16,0.08,0.32,0.12,0.37,0.32,0.4,2.88,3.16,0.35,0.52,4.49,2.89,1.07,1.64,2.14,12.12,2.63,1.41,3.66,4.9,2.5,2.86
PCDHGC5,1.14,1.74,0.47,0.53,0.99,0.89,1.03,0.51,0.1,0.33,0.16,0.81,0.78,0.73,3.74,2.58,0.39,0.36,5.78,3.77,0.81,2.01,1.56,8.22,3.2,1.03,3.57,4.33,1.85,2.38
PCED1A,45.11,41.59,18.92,9.05,19.7,5.19,16.15,13.87,7.3,7.62,6.37,20.33,15.14,17.43,17.02,9.93,38.06,38.6,44.84,41.49,56.15,61.64,17.75,77.02,23.91,19.72,18.52,29.69,16.12,12.2
PCED1B,40.78,17.4,13.33,11.76,33.57,15.17,6.02,5.05,1.82,2.31,2.36,3.43,3.14,2.61,3.62,0.69,4.56,3.23,10.19,0.25,5.4,54.07,4.96,17.03,0.17,6.34,1.77,12.31,1.24,2.4
PCF11,122.87,62.24,96.53,68.46,90.65,106.88,90.92,50.42,6.58,12.03,11.36,21.77,23.07,22.84,29.65,21.8,29.52,18.8,25.47,19.48,26.27,67.56,36.44,94.25,169.72,65.07,111.82,114.75,75.26,103.38
PCGF1,49.6,84.89,24.1,11.32,15.49,16.49,15.47,67.99,37.69,40.48,38,30.79,34.54,38.15,25.25,25.24,28.84,25.54,17.07,14.67,46.52,39.24,24.31,16.22,18.31,25.9,21.71,15.18,16.57,34.98
PCGF2,35.74,72.27,17.89,13.04,26.25,10.35,20.58,21.02,43.2,60.83,56.2,37.76,39.95,40.67,29.32,25.4,36.77,25.68,44.31,41.69,29.41,39.34,7.85,77.19,32.02,14.73,6.99,4.9,13.16,24.17
PCGF3,25.16,27.88,26,13.7,28.24,12.93,50.48,20.19,17.55,30.15,23.79,52.96,57.47,55.8,31.16,34.83,38.67,40.32,21.31,14.28,8.55,27.11,22.04,87.06,38.79,34.87,52.11,27.07,40.72,25.52
PCGF5,23.22,13.82,27.42,21.65,33.59,25.95,35.18,40.98,1.13,2.61,2.78,9.33,13.74,11.42,10.32,4.66,10.66,11.85,12.33,7.14,3.01,12.64,3.38,24.14,19.97,8.69,16.21,11.81,17.35,16.84
PCGF6,8.51,25.74,20.17,13.71,13.21,45.08,17.75,19.07,3.75,6.5,6.66,8.34,9.26,9.27,12.63,13.33,13,8.97,4.79,4.52,3.5,21.71,16,32.17,20.65,13.6,14.37,34.52,24.35,19.95
PCID2,31.18,56.39,35.44,30.35,44.53,87.08,57.14,121.48,35.12,43.71,41.91,42.34,45.02,42.94,58.99,53.97,42.58,32.87,31.39,23.81,22.1,30.82,37.49,113.54,68.21,50.5,53.1,95.52,82.38,197.48
PCIF1,99.07,81.89,14.44,21.21,22.72,10.07,17.77,18.44,12.47,21.36,19.8,23,21.41,23.54,23.42,26.87,34.1,47.09,40.89,31.36,60.78,38.14,21.81,61.81,56.17,15.64,6.43,15.16,26.24,16.6
PCK1,0.14,0.38,0.32,0.13,0.6,1.25,3.46,0.3,0.01,0.02,0,0,0,0,0.17,0,0.11,0.1,0.44,0,0.04,0,0,20.79,0.08,0.34,0.79,2.8,1.2,0.84
PCK2,70.15,47.12,25.09,20.66,24.07,46.36,12.78,19.03,63.08,94.23,88.84,36.78,28.94,34.3,30.75,23.64,42.59,31.37,35.8,46.48,96.95,28.17,5.43,29.08,17.61,17.33,5.93,18.84,7.8,14.8
PCLAF,14.48,25.78,16.06,19.51,9.26,32.4,6.05,13.12,28.48,33.98,34.55,15.87,16.23,16.25,32.35,51.55,27.37,45,14.33,48.8,22.2,23.54,53.67,65.42,39.88,25.15,7.63,24.49,10.85,19.03
PCLO,17.1,14.4,13.2,9.67,12.42,22.37,14.12,16.14,0.7,1.69,1.4,2.12,1.86,2.29,5.05,5.28,4.85,4.66,4.92,4.65,2.54,38.88,15.99,294.6,26.34,8.31,32.37,57.39,36.88,38.82
PCM1,139.8,226.02,228.71,165.47,311.74,270.13,336.76,123.48,7.3,15.68,14.69,18.13,18.98,19.13,37.05,33.88,30.71,23.28,59.04,51.74,32.44,271.98,211.12,526.46,318.62,83.48,80,137.75,169.72,116.06
PCMT1,125.89,322.94,221.35,182.13,185.91,153.8,146.82,167.44,197.9,244.13,238.56,185.3,176.94,181.02,181.63,167.76,138.16,111.59,87.06,72.84,133.34,150.98,391.76,108.92,219.32,108.98,161.02,142.79,130.64,123.87
PCMTD1,23.95,36.09,69.93,54.11,81.06,49.97,36.07,27.68,39.25,67.54,63.66,19.95,22.55,26.45,91.25,98.38,82.12,44.11,52.32,45.82,12.48,48.57,30.89,18.02,32.31,39.2,34.89,43.46,36.02,36.51
PCMTD2,34.98,23.86,18.13,18.15,27.02,14.81,31.32,10.23,24.25,50.93,42.44,18.82,18.95,22.36,20.27,22.64,25,17.97,35.52,48.59,25.7,17.19,8.87,55.77,31.39,9.94,23.7,22.67,16.32,15.65
PCNA,114.39,187.56,234.45,130.24,168.62,170.73,92.97,155.91,116,151.6,159.41,505.25,528.48,475.8,192.06,209.32,216.43,319.09,134.97,243.85,453.54,213.68,211.9,332.63,427.97,325.51,160.91,139.06,129.21,241.66
PCNP,74.92,94.17,138.49,123.9,124.86,148.49,134.06,120.79,98.37,162.52,158.96,99.6,134.93,124.66,83.37,69.8,62.14,62.17,67.3,69.49,45.59,80.08,88.73,143.71,185.56,115.89,164.55,154.91,93,136.91
PCNT,43.23,77.99,24.42,22.2,33.7,23.52,50.69,18.26,3.75,6.2,5.82,12.89,11.58,13.32,32.23,34.15,44.36,33.29,13.45,11.03,18.18,33.82,81.7,167.24,42.05,41.99,49.09,49.05,37.58,51.6
PCNX1,28.64,33.71,18.79,31.4,28.67,22.47,22,18.13,3.79,7.71,7.82,4.75,4.9,5.08,33.99,33.51,11.33,6.08,26.38,24.05,4.37,18.96,16.57,33.49,38.51,9.52,17.06,18.78,14.61,21.14
PCNX2,23.09,47.01,22.48,25.84,19.37,12.43,41.1,23.5,2.07,4.04,3.79,5.84,8.44,6.78,14.98,17.68,8.9,9.34,16.43,15.48,1.51,14.3,10.84,118.51,4.44,32.65,34.07,22.96,30.03,45.58
PCNX3,65.63,34.61,24.28,45.79,27.16,14.66,18.08,12.29,19.8,25.92,26.72,30.01,25.94,29.42,33.46,47.81,46.01,43.74,46.17,45.43,66.52,42.15,11.26,35.01,32.29,23.11,10.63,21.87,18.18,18.43
PCNX4,27.81,42.84,36.32,38.5,39.07,33.42,19.82,21.11,11.18,20.15,20.42,21.66,24.21,22.77,25.25,23.73,21.43,14.06,32.71,34.5,9.3,15.87,37.98,57.03,104.01,25.29,34.8,45.16,23.34,41.74
PCOLCE,100.43,196.22,32.66,69.77,163.16,25.66,57.44,32.44,13.05,12.97,12.12,7.57,9.63,8.31,116.29,2.82,58.65,2.63,328.64,4.4,6.86,23.98,7.79,27.35,5.67,2.72,0.86,4.31,4.12,4.26
PCOLCE2,18.85,68.14,3.44,23.63,13.8,5.01,20.93,10.93,0.07,0.07,0.14,1.24,0.71,1.16,185.38,264.86,3.43,3.55,4.58,5.3,2.63,0.15,29.8,21.8,1.12,4.82,8.39,2.8,29.39,14.47
PCOTH,5.13,12.82,0.12,1.67,6.93,1.1,0.34,0.65,1.96,2.94,2.11,2.6,2.58,2.51,1.62,1.49,0.56,0.47,5.03,5.82,1.29,25.01,0.99,1.04,0.83,1.51,2.24,5.41,2.14,1.71
PCP2,35.9,12.82,2.03,0.23,19.33,0.31,2.05,4.63,1.85,1.36,1.18,2.28,1.22,1.73,0.38,0.63,4.7,1.67,4.71,8.48,5.3,30.37,2.11,13.92,3.76,9.74,1.59,1.55,0.38,2.82
PCP4,5.78,9.15,20.72,38.58,3.82,8.07,26.57,0.13,46.08,33.9,39.54,0.43,1.32,0.43,7.8,13.02,0,0,16.78,39.02,0,37.62,0.22,107.93,0.24,17.92,7.02,10.05,2.82,6.3
PCP4L1,1.12,2.35,0.49,2.04,0.29,4.38,1.1,4.09,0.61,0.58,0.44,0,0,0,51.15,29.89,2.18,0.36,8.68,13.15,0.81,7.16,0.22,0.23,0,1.91,3.38,4.57,6.27,4.81
PCSK1,1.48,1.71,0.63,6.66,0.2,1.24,1.19,0.48,0.01,0,0,0,0.02,0.04,0.56,0.02,0.08,0,0.47,0.02,0.02,0.48,0.73,467.81,0.59,0.99,1.07,2.52,1.22,1.72
PCSK1N,3.73,64.44,0.14,0,5.36,1.96,7.38,40.38,209.41,125.88,155.85,138.8,119.11,105.51,27.55,42.63,48.04,23.63,120.61,278.14,25.27,5.7,24.46,77.67,0.53,1.43,3.58,0.59,5.85,18.32
PCSK2,2.15,0.05,16.91,0.12,0.11,1.56,0.13,0.78,0,0,0,0,0,0,0.02,0,1.46,0,0.02,0,1.9,0,0.02,38.08,0,14.08,1.9,2.09,1.52,1.29
PCSK4,3.26,0.28,0.22,0,1.3,0.12,0.87,0.04,4.29,5.59,4.08,4.76,3.23,3.67,1.07,0.92,4.02,0.05,0.84,0.37,3.92,3.89,0,7.45,1.34,0.45,0.62,1.96,1.01,0.55
PCSK5,3.29,5.06,5.17,8.06,15.82,4.34,10.28,19.17,0.26,0.14,0.29,0.25,0.21,0.24,2.36,0.05,1.15,0.35,5.64,0.13,0.09,0.32,0.02,0,0.12,0.4,1.41,6.36,2.11,15.95
PCSK6,67.21,20.57,1.13,13.62,14.28,6.77,17.87,8.81,0.29,0.51,0.48,7.58,10.93,8.75,18.58,15.56,18.06,14.08,19.72,37.49,24.29,12.7,8.29,31.32,2.14,0.49,12.11,8.96,34.23,12.25
PCSK7,62.95,41.25,28.23,22.23,37.05,18.31,38.59,31.16,46.4,58.09,59.92,46.84,40.48,40.36,22.56,23.18,27.47,19.25,51.28,50.06,43.85,33.33,17.74,32.49,32.39,38.04,21.01,28.55,23.07,45.62
PCSK9,0.05,0.03,0.14,0.04,0.26,1.1,0.1,0.17,0.74,1.8,1.44,0.21,0.23,0.27,3.17,5.17,4.96,30.87,2.18,0.12,0,0.22,0,0,1.42,0.14,0.51,3.83,0.1,0.88
PCTP,15.27,13.35,33.52,10.57,11.21,24.64,11.33,11.4,14.34,18.28,18.51,36.93,35.25,33.94,23.35,22.53,12.19,14.56,15.4,20.21,32.72,10.52,15.71,5.92,19.23,26.76,1.43,17.95,12.52,13.64
PCYOX1,68.62,69.38,154.69,68.95,140.75,70.83,74.44,69.56,44.67,69.82,73.85,54.98,50.78,51.02,56.8,64.08,33.34,27.43,43.7,66.24,47.74,141.51,57.31,16.79,111.61,88.34,39.03,62.98,34.61,49.16
PCYOX1L,10.91,17.94,10.84,6.4,19.86,3.58,6.76,6.72,11.52,12.1,13.98,21,17.11,16.94,8.75,8.48,12.1,7.55,14.18,15.99,3.81,30.33,3.35,34.74,4.61,6.23,3.45,3.72,12.83,8.93
PCYT1A,70.62,62.69,62.49,48.18,59.57,65.91,65.35,45.78,16.33,33.94,35.46,36.12,36.37,40.83,55.7,51.97,25.06,15.04,50.89,38.62,22.94,55,19.04,56.7,44.5,41.99,81.37,50.57,51.47,30.69
PCYT1B,0.1,2.68,0.78,0.45,0.29,2.04,4.33,1.73,0.11,0.09,0.13,0,0,0,7.23,11.33,0.21,2.38,0.88,0.95,0.02,0,1.6,9.12,1.46,0.85,3.02,3.06,2.09,4.36
PCYT2,19.4,16.73,4.74,1.99,3.27,1.31,3.87,10.35,12.34,13.78,14.54,60.21,55.03,50.44,12.48,10.32,17.93,17.76,34.01,44.1,41.82,8.28,2.09,4.21,3.17,2.17,0.92,2.42,5.99,8.9
PDAP1,78.29,74.22,142.53,88.18,63.24,77.77,88.11,99.55,188.17,202.83,212.62,144.8,126.8,144.04,105.98,105.98,121.25,111.32,94.2,132.84,115.2,72.62,96.68,68.3,70.06,85.92,45.98,86.79,55.05,64.2
PDC,6.5,2.37,0.36,0.59,1.36,2.38,1.35,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,7.62,3.49,2.13,8.07,14.38,19.89,39.8,25.68
PDCD1,1.99,0.43,0.03,0.7,0,0.03,0.09,0.41,0,0,0,0,0,0,0.22,0,0.84,0,1.89,0.11,0.34,0,0,0.07,0,0.19,0.6,0.54,0.12,0.28
PDCD10,141.34,145.45,628.15,519.53,590.33,697.07,369.7,559.5,164.23,195.63,194.2,176.26,209.49,197.24,132.59,128.9,72.47,106.6,49.64,49.59,46.58,324.91,386.77,103.34,272.9,126.3,251.5,214.38,129.89,341.21
PDCD11,26.91,44.62,27.6,42.27,28.9,49.67,47.56,35.02,8.39,12.46,11.6,16.61,13.56,16.94,32.19,27.18,44.62,26.93,21.88,17.9,14.36,31.79,19.54,40.18,28.73,20.11,26.95,54.14,38.06,41.31
PDCD1LG2,22.4,13.86,10.38,12.84,13.09,9.08,1,7.16,0.31,0.26,0.26,0.15,0.25,0.22,3.72,0.52,4.15,0.09,7.73,2.21,0,0.09,0,0.06,0.29,0.28,1.66,4.64,2.28,4.99
PDCD2,52.82,104.85,62,78.94,57.21,28.13,70.86,37.99,25.55,26.05,26.75,73.17,68.97,75.69,48.07,44.49,79.59,73.95,32.41,28.51,38.23,39.08,126.95,43.94,59.82,65.36,106.54,38.07,64.36,34.47
PDCD2L,138.04,103.5,168.39,91.13,61.02,156.39,107.45,351.87,25.29,27.9,25.91,19.31,17.76,21.38,18.53,21.72,18.58,25.37,18.3,23.99,38.2,79.27,118.84,165.65,144.06,132.19,72.55,115.95,105.93,316.52
PDCD4,227.59,88.19,372.83,220.36,318.64,398.95,338.74,70.19,28.55,47.28,47.28,40.64,33.87,39.25,54.17,75.84,125.42,132.24,60.98,75.3,115.65,255.65,79.86,26.19,121.01,468.33,91.84,472,380.36,59.92
PDCD5,31.73,791.98,202.38,218.22,111.01,289.17,210.84,629.69,439.96,367.99,385.55,408.41,428.01,397.43,259.47,262.22,197.37,154.05,151.42,196.79,164.57,100.92,2896.12,33.24,31.37,111.5,110.35,132.99,172.2,293.59
PDCD6,297.29,195.66,412.46,292.49,340.5,324.7,269.4,343.36,275.35,309.21,302.25,234.13,269.55,253.31,253.42,243.8,81.79,51.38,153.29,194.37,189.6,548.14,240.8,356.81,162.32,425.32,221.27,390.69,325.67,274.36
PDCD6IP,118.67,183.3,142.03,132.3,221.58,149.72,187.63,131.57,17.8,30.94,32.3,39.39,42.76,42.11,38.59,31.23,64.72,77.17,56.87,49.75,59.96,165.3,154.79,60.03,168.55,105.02,60.19,76.68,112.24,113.64
PDCD7,12.51,15.57,7.4,15.01,11.19,9.42,12.69,13.99,10.73,16.88,14.97,13.54,13.77,12.51,51,44.69,37.48,32.55,38.09,44.12,23.82,11.31,31.19,25.64,3.99,2.37,4.76,9.72,5.78,7.11
PDCL,22.72,24.45,28.34,16.83,44.06,22.95,25.58,23.8,16.61,28.65,27.19,16.17,17.7,18.08,12.46,14.28,11.99,14.49,12.85,12.34,12.32,31.76,19.66,8.78,30.6,16.71,6.68,9.93,18.89,21.37
PDCL2,0.25,0,0.44,0.07,0,0.27,0.08,0.99,0.18,0.33,0.05,0,0,0,0,0,0,0.19,0,0,0,0,35.39,1.23,0.14,0.71,1.94,2.63,0.86,1.15
PDCL3,228.01,361.18,492.43,235.91,281.94,340.33,348.69,251.86,76.3,87.27,90.69,135.5,127.41,129.65,69.67,60.62,42.23,43.8,28.71,35.94,72.35,323.7,467.56,205.27,210.42,187.48,118.02,87.34,120.66,80.76
PDE10A,1.93,3.29,0.85,1.76,3.94,0.89,1.51,0.62,0.07,0.13,0.18,0.15,0.12,0.13,1.32,0.09,1.13,0.01,2.66,0.25,0,2.12,1.23,4.39,0.01,0.17,3.9,0.9,0.24,1.99
PDE11A,13.13,0.45,0.26,0.13,1.17,1.77,0.88,0.26,0.42,1.02,0.9,0.02,0.07,0.02,0.09,0.07,0.04,0.34,2.52,3.68,7.54,1.41,0.11,7.83,0,0.77,2.36,2.85,1.07,0.96
PDE12,20.3,33.25,19.11,11.2,23.84,19.52,34.93,13.03,4.79,9.77,9.03,10.2,11.56,11.16,14.25,12.63,37.15,36.81,14.92,12.39,14.37,32.42,8.55,20.31,60.69,16.23,13.66,28.85,42,21.54
PDE1A,5.22,7.04,5.1,4.43,4.58,3.63,9.71,2.45,0.14,0.21,0.18,0.37,0.26,0.34,2.16,0.04,1.03,0.03,5.94,0.06,0.36,2.03,0.17,0.84,0,1.78,1.17,2.68,2.24,0.91
PDE1B,0.94,1.91,0.61,0.25,1.75,0.91,1.25,0.59,0,0,0,0,0,0,2.56,0,2.49,0,6.11,0.12,0.1,0,0,0.46,0.07,0.16,0.3,0.83,0.47,0.16
PDE1C,1.66,2.6,0.91,3.08,4.83,2.27,3.53,5.05,0.01,0.01,0.04,64.9,73.04,55.26,56.48,43.61,0.35,0.26,23.7,58.78,0.09,1.65,0.02,0.06,0,0.86,8.96,16.15,16.14,9.4
PDE2A,7.32,4.7,1.03,1.93,4.55,1.8,4.67,0.75,0.02,0,0,0.15,0.3,0.14,2.97,0.54,1.56,0,5.16,0.31,0.8,1.59,0,4.23,0,0.15,0.5,1.15,0.09,0.43
PDE3A,3.33,2.82,2.5,2.55,5.37,2.59,3.01,1.25,0.09,0.16,0.16,0.01,0,0,2.55,0,1.14,0.08,6.18,0,0,0.01,0.14,0,0,0.52,4.75,3.31,1.58,1.56
