gene_id,PIM046_A3,PIM056_A3,PIM242,PIM014,PIM077,PIM137,PIM254,PIM040,PIM053,PIM091,PIM262,PIM068,PIM163,PIM010,PIM025,PIM164
ACTL7A,0,0,0.86,0,,1.73,1.96,0,0.7,0.35,0,0.92,0,0,0,0
ACTL7B,0,0,0.57,0.05,,0.84,2.16,0,0.51,0,0,1.21,0,0.07,0,0
ACTL8,0.02,1.37,0.83,1.9,,5.85,0.65,1.58,0.56,0,0,3.09,0.05,0,0.49,0
ACTL9,0,0,1.3,0,,2.88,4.59,0,0.78,0,0,1.65,0,0,0,0
ACTN1,248.41,363.63,92.95,191.92,,230.5,210.58,139.49,116.95,52.76,286.99,84.14,76.85,186.83,736.87,46.59
ACTN2,0.18,0,0.29,0.01,,0.5,0.7,0.14,0.18,0.04,0,0.51,0.7,0.09,0.13,0.33
ACTN3,0,0,0.21,0.02,,0.19,0.19,0,0.26,0,0.14,0.42,0,0,0.07,0.57
ACTN4,186.47,423.54,408.5,491.14,,335.43,314.29,517.17,334.7,419.66,527.9,325.57,104.29,900.85,671.51,202.41
ACTR10,100.01,58.16,17.36,20.99,,25.94,32.72,39.74,33.02,56.83,75.36,15.77,44.23,26.51,66.72,30.19
ACTR1A,60.89,128.73,64.03,54.05,,91.05,45.05,29.62,119.59,118.94,45.52,49.61,28.39,72.16,63.03,77.09
ACTR1B,66.05,87.76,10.95,75.55,,20.22,9.18,125.48,30.13,13.83,5.66,9.85,23.43,71.59,54.16,14.5
ACTR2,182.83,247.96,134.93,150.75,,109.48,139.52,76.82,236.07,219.15,161.68,132.97,237.54,132.19,105.82,99.85
ACTR3,89.93,142.16,112.14,49.6,,88.65,62.87,32.62,141.14,61.3,151.07,118.28,89.03,79.3,51.61,59.91
ACTR3B,45.28,23.45,72.33,24.32,,156.27,131.23,28.03,36.07,34.77,166,30.06,147.35,34.77,102.49,103.62
ACTR3C,5.2,12.07,5.61,7.33,,24.39,10.04,9.25,7.27,20.43,8.7,4.23,1.95,7.61,15.12,5.04
ACTR5,5.41,4.48,7.37,6.33,,6.66,13.16,16.67,5.35,15.2,17.24,5.46,3.26,8.33,11.13,32.11
ACTR6,21.14,58.59,12.91,31.55,,36.91,22.43,8.38,41.86,23.29,44.25,20.22,45.61,5.99,15.61,11.08
ACTR8,9.74,7.81,20.52,18.71,,18.1,25.32,5.5,11.71,22.96,39.61,8.62,38.65,13.43,16.67,19.68
ACTRT1,0,0,4.24,0,,6.55,8.69,0,2.63,0,0,3.33,0,0,0,0
ACTRT2,0,0,0.19,0,,0.21,2.32,0,0.28,0,0,0.86,0,0,0,0
ACTRT3,4.36,1.84,3.89,2.34,,3.84,7.28,0.91,1.46,2.97,2.99,2.67,4.14,6.94,1.93,2.41
ACVR1,28.63,50.49,17.38,7.72,,89.23,53.89,12.29,27.92,35.25,49.85,79.26,26.51,36.99,16.58,55.01
ACVR1B,7.8,8.94,20.17,22.93,,34.03,21.22,21.37,28.7,58.15,11.47,29.79,19.92,18.32,18.87,131.43
ACVR1C,0.14,0.15,1.65,0.07,,5.95,1.28,0.18,0.71,0.33,0.08,2.77,0.51,0.25,0.2,7.51
ACVR2A,3.72,5.21,14.68,6.45,,20.4,29.62,2.13,29.8,40.42,81.57,18.24,12.08,17.54,6.03,101.61
ACVR2B,1.12,1.21,16.63,18.55,,9.06,10.98,4.78,4.95,5.1,17.74,12.61,13.85,6,5.49,27.76
ACVRL1,0,0,1.2,0.62,,1.25,0.49,0.16,0.15,0,0,0.31,0.16,2.68,0.93,0.04
ACY1,23.66,54.31,66.72,107.08,,24.13,23.5,26.56,50.44,75.64,24.05,12.98,16.34,33.94,33.54,8.54
ACY3,0.26,0.05,0.1,1.67,,5.53,2.85,7.68,70.63,6.42,0.84,1.11,0,0.97,4.95,19.93
ACYP1,35.27,32.58,48.68,13.42,,47.44,55.73,12.62,26.7,59.16,197.67,36.32,177.21,5.59,19.48,220.86
ACYP2,14.76,15.74,24.81,17.8,,12.29,36.32,12.03,29.59,62.84,19.76,53.89,174.78,13.88,32.62,25.35
ADA,2.84,18.36,24.22,14.75,,21.47,6.92,7.69,3.75,12.21,2.52,5.03,10.4,9.52,5.02,6.3
ADA2,0.18,0,2.46,0.04,,0.44,0.57,2.23,0.15,13.74,6.2,1.05,0.16,13.66,96.29,10.13
ADAD1,0.02,0,2.21,0,,8.06,0.72,0,0.75,0,0,3.37,0.26,0,0,0.16
ADAD2,0,0,0.33,0,,0.14,0.15,0.06,0.13,0,0,0.08,0,0,0.11,0.15
ADAL,2.37,5.21,5.62,4.97,,5.35,4.28,7.51,13.01,21.55,17.76,4.53,5.26,3.07,3.17,47.27
ADAM10,32.94,25.06,47.1,79.1,,115.89,88.43,50.16,62.27,125.62,201.51,43.87,39.84,69.54,37.66,63.04
ADAM11,1.8,0.14,0.36,0.49,,1.04,1.02,0.54,0.2,0.02,0.02,0.58,0.11,1.19,1.32,1.58
ADAM12,0.01,7.71,1.11,0.64,,17.31,3.75,9.91,0.12,0.9,0,0.4,0.28,4,1.6,4.47
ADAM15,194.7,133.91,39.71,315.59,,23.08,22.91,127.34,69.43,69.59,12.49,5.93,15.57,216.16,177.47,6.2
ADAM17,56.99,45.92,73.47,32.17,,82.76,92.78,17.09,46.91,92.14,254.34,83.68,89.95,57.71,29.64,63.26
ADAM18,0,0,0.32,0,,1.33,0.53,0,0.16,0,0,0.35,0,0,0,0
ADAM19,0,26.34,1.22,1.54,,6.2,7.3,0.02,0.5,11.57,0.03,10.06,0.19,13.98,0.77,6.82
ADAM2,0,0,0.24,0,,1.47,0.29,0.53,0.08,0.21,0,0.24,0.04,0,0,0.25
ADAM20,0.03,0.02,3.51,0.02,,6.56,3.74,0.67,2.03,4.12,2.56,3.82,0.28,0.75,0.2,3.82
ADAM21,0,0.02,2.62,0.84,,12.44,5.93,1.46,2.83,4.33,1.25,4.19,0.07,0,0.08,1.95
ADAM22,0.49,1.12,2.74,0.63,,6.07,6.15,0.2,0.71,3.26,0.38,0.86,6.24,2,1.41,80.63
ADAM23,0,0.03,1.55,0.2,,2.59,0.92,0,0.26,0.03,0.02,2.28,0,0.72,0.02,4.21
ADAM28,0.06,0.23,7.07,0.07,,7.52,4.25,1.24,1.27,5.83,7.61,2.93,0.05,0.14,9.15,0.68
ADAM29,0,0,4.9,0,,9.76,1.96,0,1.68,30.07,0,5.3,0.13,0.03,0,0.62
ADAM30,0,0,61.03,0.05,,27.72,3.36,0,1.48,0,0.07,7.1,0,0,0.04,0.05
ADAM32,0.2,0.39,16.75,1.24,,6.2,14.27,1.13,1.31,21.96,3.77,14.95,1.19,0.08,10.23,7.48
ADAM33,0,0,0.09,0,,0.34,0.12,0,0.07,0,0,0.11,0,0.79,0.08,0
ADAM7,0,0,0.07,0,,0.49,0.22,0,0.09,0,0,0.13,0,0,0,0
ADAM8,0.31,2.58,0.2,39.35,,0,2.56,0.11,0.18,3.57,0.17,0.32,0,0.89,0.52,1.59
ADAM9,41.71,132.5,49.22,32.71,,91.44,145.49,19.68,49.49,301.3,251.13,54.25,20.26,68.47,111.21,91.34
ADAMDEC1,0,0,0.85,0,,1.52,0.57,0,0.06,0,0,0.32,0,0.04,0,0
ADAMTS1,7.34,13.65,35.86,8.43,,11.82,217.06,12.58,17.23,63.54,43.16,16.74,73.17,26.53,52.4,0.48
ADAMTS10,0.02,0.03,1.16,0,,0.45,0.98,0.44,0.14,0.04,0,0.5,0,0.16,0.65,0
ADAMTS12,1.14,0.01,7.12,4.82,,20.11,4.49,0.89,1.4,0.07,0.21,3.87,0.83,0.18,0.1,0.08
ADAMTS13,2.22,1.59,0.57,3.81,,1.04,0.86,1.31,0.1,4.95,0.38,0.2,0.73,1.04,2.67,1.17
ADAMTS14,0.09,3.11,0.37,0.04,,2.91,0.53,0.57,0.15,0.44,0,0.38,0.02,3.02,1.1,1.38
ADAMTS15,0.62,0.53,0.53,0.27,,0.99,0.46,0.48,0.22,0.12,0.24,4.37,0,0.98,1.69,0
ADAMTS16,0.06,0,1.69,0,,6.02,4.58,0.02,0.33,0,0.02,47.51,0,3.85,18.49,0.65
ADAMTS17,0,0.64,0.19,0.08,,0.08,0.55,2.46,0.21,2.04,0.02,0.65,0.06,2.35,3.18,0.18
ADAMTS18,0.01,0.64,0.99,0,,2.27,0.96,4.48,0.65,0.05,0.12,0.75,0,0.26,2.7,0.12
ADAMTS19,0.13,0,0.62,2.19,,0.82,0.93,1.08,0.14,16.57,7.59,13.44,1.44,8.38,26.9,0.08
ADAMTS2,0.24,5.62,0.18,0,,0.65,1.43,0,0.08,0,0.01,0.67,0,5.02,77.02,0.04
ADAMTS20,0.06,0,0.97,0,,2.02,0.55,0.35,0.62,0,0.3,0.75,0.68,0.07,0.02,6.25
ADAMTS3,9.07,0.49,5.24,3.61,,17.13,4.44,2.09,1.49,6.45,141.54,6.83,1.24,0.14,0.63,6
ADAMTS4,0.19,4.65,2.78,0.68,,4.87,2.84,0.03,1.04,0,0.09,3.98,0.37,11.25,8.72,0.04
ADAMTS5,0.56,0.88,1.17,0.09,,2.2,36.93,0.02,0.46,0,0.01,1.48,0.05,0,0.01,2.94
ADAMTS6,0.04,0.66,4.57,0.06,,7.89,2.26,0.06,0.83,0.09,0.09,1.9,0.18,4.16,0.03,35.97
ADAMTS7,0.7,3.21,1.61,0.08,,3.41,3.14,0.29,7.19,7.22,0.51,3.74,0.29,36.14,0.78,3.1
ADAMTS8,0.12,0,1.48,0,,1.56,1.19,0,0.37,0.22,0,22.52,0.02,0.6,0.96,0.11
ADAMTS9,0.29,23.16,2.7,0.09,,3.44,70.65,71.55,0.41,0.45,11.34,1.21,0.31,16.69,7.1,0.12
ADAMTSL1,0.04,0,15.15,0.04,,2.27,4.84,5.62,1.22,0.11,0.51,1.23,0.13,0,0.49,11.92
ADAMTSL2,0.01,0.11,0.23,0,,0.73,0.33,3.06,0.22,0.13,0,0.19,0.1,1.56,1.76,5.03
ADAMTSL3,0.43,4.26,29.83,2.27,,5.5,26.64,0.02,4.94,20.26,0.04,5.37,1.25,0.45,5.23,1.26
ADAMTSL4,0.53,0.36,3.12,1.1,,8.27,10.89,0.79,1.09,1.58,0.99,8.75,0.1,2.1,7.79,1.09
ADAMTSL5,0.01,5.19,0.43,0,,0.29,0.29,1.81,0.34,12.81,0,0.31,0,1.3,0.15,0.27
ADAP1,0.04,45.51,3.41,0.03,,0,4.61,1.88,1.62,9.12,0,0.45,0.52,2.59,4.09,2.2
ADAP2,0.32,0.06,0.32,0.1,,0.1,0.33,0,0.07,0.37,0,0.19,0.07,0.1,0,0.28
ADAR,69.8,84.71,157.93,163.74,,92.04,249.82,32.73,94.25,125.64,103.39,86.72,75.79,184.96,153.89,125.88
ADARB1,0.44,6.82,13.6,2.49,,3.74,22.8,4.36,0.87,7.35,0.93,44.65,23.85,30.28,13.77,3.87
ADARB2,0,0,0.35,0,,0.79,0.48,6.19,0.17,0.01,0,0.41,0,0,0,0.02
ADAT1,10.59,32.59,9.56,18.69,,6.04,7.57,15.74,9.32,18.49,12.36,1.76,2.88,35.18,20.53,23.64
ADAT2,3.55,3.24,12.39,4.97,,13.85,10.67,8.22,3.62,1.31,13.91,8.84,32.6,3.13,1.17,6.39
ADAT3,2.91,7.69,7.08,4.36,,7.14,2.16,14.13,4.63,8.39,3.45,3.96,6.27,11.73,6.96,17.44
ADCK1,5.37,7.14,4.4,9.37,,2.8,2.89,6.66,6.21,6.83,8.59,1.61,2.26,16.05,12.36,5.76
ADCK2,53.82,33.24,30.09,44.82,,8.67,22.87,27.64,4.86,14.95,12.5,7.67,0.96,35.53,38.11,39.06
ADCK5,20.56,9.95,1.74,26.81,,1.15,3.26,28.97,5,5.94,1.82,0.14,1.31,20.7,4.97,1.02
ADCY1,0.72,0.99,1.11,19.47,,1.77,6.24,0.36,0.5,36.42,1.04,7.42,3.29,1.08,10.86,134.51
ADCY10,0.01,0.02,5.37,0.03,,3,2.38,0.07,0.76,0.25,0.81,3.14,0.02,0.15,0.13,1.05
ADCY2,0,14.75,6.02,0.87,,4.25,2.8,3.14,58.33,27.58,0.1,2.14,5.04,76.38,6.32,13.49
ADCY3,9.73,15.79,9.17,42.61,,4.62,26.24,11.37,4.28,11.42,8,8.87,10.02,64.92,42.98,49.06
ADCY4,0.59,0,0.43,0.2,,2.09,0.22,0.06,0.41,2.27,0.35,0.61,0.62,0.96,0.16,3
ADCY5,0.01,0,0.1,0.11,,0.35,0.18,0.22,0.08,1.27,0.02,0.21,0.02,2.26,5.63,0.75
ADCY6,13.8,15.4,28.75,22.48,,33.78,35.06,39.8,43.72,52.7,14.98,33.86,40.04,42.96,18.84,26.99
ADCY7,12.46,25.65,8.23,30.91,,3.87,6.22,2.4,0.71,2.48,6.46,6.32,1.61,33.33,3.35,4.06
ADCY8,0.01,0,1.15,0,,4.18,1.44,0.92,1.07,0,0,5.51,0,0.18,0.21,0.91
ADCY9,7.19,8.66,8.31,5.6,,7.98,4.25,5.41,15.93,32.63,4.32,6.68,4.79,29.35,15.88,19.54
ADCYAP1,1.02,27.66,0.19,0,,2.19,0.63,0.07,5.76,0.03,0.03,0.52,0.03,0,6.04,69.78
ADCYAP1R1,0,0,0.56,0,,0.92,0.12,0.03,0.16,0,0,0.21,0.04,2.25,0.16,0.62
ADD1,42.39,160.04,37.63,103.79,,41.08,31.3,24.85,44.75,57.5,50.25,48.24,34.82,82.66,101.4,83.52
ADD2,10.64,0.58,16.28,47.74,,26.69,26.78,1,7.23,2.23,1.07,16.45,7.89,0.83,3.19,52.28
ADD3,49.87,23.72,10.28,26.61,,150.24,19.94,8.46,75.69,41.6,2.49,22.4,77.07,21.65,13.77,137.42
ADGB,0,0,0.75,0,,1.99,3.47,0,0.36,0,0,1,0,0,0,0.45
ADGRA1,0,0,0.1,0,,0.67,0.18,0,0.11,0,0,0.31,0,0,0,0
ADGRA2,0.16,0.67,3.52,6.01,,1.33,0.82,0.06,0.22,0.41,0.13,1.58,0,42.77,0.89,8.57
ADGRA3,21.47,27.39,87.66,72.53,,60.87,42.5,43.62,1.23,13.71,94.34,96.17,57.6,75.71,34.42,131.9
ADGRB1,0.07,0.78,0.85,1.02,,0.78,0.9,34.43,0.31,0.34,0,0.89,0,6.47,2.34,0.16
ADGRB2,1.85,0.85,0.27,0.26,,2.83,2.04,0.57,0.28,4.34,0.16,0.46,0.27,5.49,11.51,52.64
ADGRB3,0.13,0,1.64,0.03,,4.63,3.56,0,0.6,0,0.02,3.84,0.02,0,0,35.3
ADGRD1,0.01,0,0.16,0.01,,0.79,0.22,0.02,0.21,0.04,0.02,0.22,0,0.69,4.52,9.14
ADGRE1,0,0,3.67,0,,1.93,2.46,0,0.52,0.39,0,2.87,0,0,0.61,0
ADGRE2,0.04,1.17,0.78,0.96,,10.72,1.96,0.43,2.63,2.4,0.94,0.7,0.38,1.2,5.4,4.53
ADGRE3,0,0,1.62,0,,2.42,1.08,0,0.26,0,0,0.85,0,0,0,0
ADGRE5,45.85,35.69,28.35,28.45,,33.53,31.76,15.7,17.13,18.05,39.49,2.34,16.38,120.69,25.28,1.2
ADGRF1,3.23,2.38,2.45,2.85,,10.05,7.06,1.21,14.75,27.02,19.49,1.72,0.5,0.08,7.92,0.27
ADGRF2,0.02,0.04,2.18,0.01,,4.42,1.86,0,0.63,0.19,0.06,1.89,0.07,0,0,0.06
ADGRF3,0.01,0.14,1.04,0.06,,2.61,1.36,0.11,0.33,0.9,0.14,1.12,0.35,0.61,0.08,11.17
ADGRF4,0.03,0.04,1.16,0,,4.92,2.3,0,0.79,11.17,3.24,1.42,0,0,0.04,0.43
ADGRF5,0.01,5.6,1.68,0,,5.09,2.35,4.72,14.06,0.02,1.66,3.65,0.03,0,1.48,3.84
ADGRG1,88.11,207.69,129.8,144.11,,115.06,100.81,254.41,108.62,273.25,242.42,165.42,234.98,411.52,188.69,285.41
ADGRG2,0.21,0.06,2.1,2.35,,3.11,1.24,0.92,1.7,6.77,1.07,17.29,16.71,1.33,6.13,0.97
ADGRG3,0.22,0.07,0.61,0.16,,1.1,0.4,0.33,0.29,1.26,0.04,0.72,0,0.04,0.48,3.66
ADGRG4,0,0.01,30.14,0,,29.76,25.45,0,14.53,0,0,18.07,0,0,0,0.03
ADGRG5,0.04,0,0.31,0,,1.32,0.22,0,0.27,0,0,0.33,0,0.11,0,7.45
ADGRG6,6.1,7.92,25.42,43.05,,42.15,23.57,76.79,11.12,32.61,147.09,68.38,80.3,39.37,14.41,0.61
ADGRG7,0,0,3.27,0,,6.57,1.84,1.08,1.03,3.61,0,2.92,0,0.03,0,0.1
ADGRL1,28.57,3.2,57.23,58.42,,71.22,11.3,26.6,2.19,54.95,42.55,9.98,10.93,147.47,6.63,151.2
ADGRL2,43.81,37.24,1.6,6.67,,82.44,79.78,42.35,44.45,32.96,24.07,13.12,47.6,18.67,11.9,123.62
ADGRL3,0.24,0.01,1.25,0,,6.61,0.92,0.18,1.26,0.19,0.88,1.84,0.22,0.13,0,3.28
ADGRL4,0.01,0,0.3,0,,0.83,0.68,0.16,0.26,0,0,0.46,0.67,0,0.03,0
ADGRV1,0.08,0.21,26.77,3.78,,26.03,1.87,0.05,11.81,161.95,11.55,6.45,1.74,3.07,0.03,52.87
ADH1A,0,0,0.88,0,,5.85,1.24,0,0.22,0.5,0.21,2.08,0.07,0,0,0.32
ADH1B,0,0,0.29,0,,0.75,0.49,0,0.15,0,0.73,0.71,0,0,0,0
ADH1C,0,0,1.52,0,,5.89,0.74,0,0.68,5.47,15.2,0.84,0,0,0,0
ADH4,0,0,0.7,0,,2.56,1.23,0,0.45,0.21,0.48,0.86,0,0.15,0,0.31
ADH5,126.41,58.89,73.28,41.26,,154.77,157.67,42.96,64.88,183.06,145.83,140.83,215.06,63.79,121.09,152.56
ADH6,0,0,3.48,0,,8.6,3.36,0,1.7,0.78,1.3,5.09,2.73,0,0,4.82
ADH7,0.03,0,0.88,0,,2.34,0.37,0,0.35,0,0,1.07,0.09,0,0,0
ADHFE1,1.24,1.03,1.02,9.87,,4.08,8.38,1.61,2.5,9.14,1.48,3.66,0.16,3.35,4.1,1.57
ADI1,74.01,150.99,25.66,100.35,,29.23,42.54,107.01,42.56,38.32,46.11,47.5,48.91,86.31,88.16,40.39
ADIG,0,0,1.38,0,,3.88,1.72,0,0.05,0,0,0.7,0,0,0,0.47
ADIPOQ,0.02,0,0.32,0,,0.83,0.51,0,0.09,0.15,0,1.11,0,0,0.02,0
ADIPOR1,100.99,153.61,337.37,199.4,,145.7,419.26,273.85,258.87,459.62,286.32,213.68,163.42,125.77,126.04,369.53
ADIPOR2,97.06,74.42,14.31,60.72,,28.8,76.98,72.23,27.97,43.46,40.56,44.06,7.17,79.71,64.04,39.45
ADIRF,98.78,38.61,1.43,9.59,,5.68,10.7,16.69,5.05,169.38,22.47,26.5,46.55,21.98,8.88,1.41
ADK,37.58,144.35,35.26,21.05,,95.78,64.3,22.24,109.84,66.19,53.4,47.99,83.58,32.12,56.12,48.67
ADM,59.43,112.6,13.45,6.73,,127.44,28.88,49.05,8.76,73.39,19.49,1.4,177.69,96.91,96.48,14.37
ADM2,22.07,5.95,0.27,0.74,,1.22,0.66,71.88,0.12,0.35,0.34,0.26,0.36,21.06,6.97,0.33
ADM5,0.61,1.85,0.6,3,,13.28,1.89,1.09,0.84,9.4,1.31,1.28,10.04,7.24,3.9,5.37
ADNP,64.39,55.87,98.2,101.24,,136.65,293.19,64.21,95.9,138.68,290.65,55.34,74.4,175.39,68.63,238.62
ADNP2,8.97,11.71,9.22,19.54,,13.3,6.9,27.62,17.94,14.56,27.55,6.74,22.89,22.1,33.09,19.82
ADO,7.25,28.16,24.54,19.35,,30.23,25.66,25.48,14.95,8.96,35.48,29.29,13.17,19.67,27.03,25.63
ADORA1,0.27,10.68,49.59,37.52,,6.33,6.33,209.97,0.45,1.04,0.36,1.09,2.09,29.92,71.52,2.2
ADORA2A,0.41,12.05,2.7,0.65,,2.55,4.61,5.81,2.54,7.28,1.98,1.99,3.14,1.64,9.43,19.72
ADORA2B,2.36,12.22,45.8,1.76,,42.84,22.54,1.82,27.99,44.18,36.26,19.65,19.66,11.75,12.61,8.49
ADORA3,0,0,3.85,0,,4.45,1.58,0,1.4,0,0,2.47,0.29,0,0,0
ADPGK,32.71,23.9,27.86,40.53,,39.28,67.8,39.37,27.9,55.99,54.82,45.23,66.54,64.3,64.95,77.87
ADPRH,3.96,5.07,3.07,4.02,,7.61,6.93,3.92,1.57,3.55,2.54,4.2,1.21,3.98,6.35,2.25
ADPRHL1,2.42,13.87,18.42,11.39,,6.72,9.51,1.69,8.2,23.66,1.94,7.7,3.59,7.73,5.45,21.59
ADPRHL2,50.34,44.72,3.92,51.4,,9.76,6.53,27.07,7.27,9.11,3.29,1.91,3.54,21.46,38.56,10.79
ADPRM,6.86,6.93,34.17,5.66,,30.52,18.88,4.9,8.59,32.45,26.27,18.19,23.75,3.17,4.59,11.96
ADRA1A,0,0,2.09,0.04,,3.16,3.25,0,0.29,0,0,1.83,0,0.15,1.78,0
ADRA1B,0.78,4.04,0.28,0.18,,0.88,1.42,1.28,0.33,0,0,1.43,0,0.09,4.92,0.75
ADRA1D,0.04,0.13,0.7,0,,1.88,1.34,0,0.61,0,0,0.7,0,0.11,0.08,0
ADRA2A,1.5,0.01,1.76,0.09,,4.58,0.73,0,0.83,0,0.03,2.48,0.17,0.02,0.11,0.12
ADRA2B,0.38,4.02,0.22,5.52,,2.04,0.58,0.17,0.38,0.3,0,0.67,0.03,9.61,2.22,0.4
ADRA2C,0.06,14.17,0.59,0,,0.87,0.79,5.1,0.32,10.64,0.11,16.85,0.05,3.43,6.39,26.03
ADRB1,0.7,0.58,1.82,0.38,,12.59,2.08,0,9.38,6.75,0.35,2.92,0.58,1.53,0.08,0
ADRB2,0.12,3.63,3.74,0.21,,9.33,5.63,0.89,2.33,0.26,2.52,8.6,3.37,5.44,1.66,1.14
ADRB3,0.01,0,0.94,0,,1.05,1.32,0,0.12,0,0,1.61,0,0.04,0.04,0
ADRM1,155.9,227.51,143.79,118.04,,157.64,143.33,265.81,202.1,170.8,166.69,87.28,86.85,204.5,244.74,172.33
ADSL,92.94,47.95,102.18,42.94,,89.29,122.17,203.76,36.45,39.36,173.11,102.48,223.29,78.8,85.42,217.14
ADSS,90.99,67.23,208.74,90,,117.48,206.79,51.42,95.5,125.75,93.7,139.92,265.73,100.42,42.47,41.47
ADSSL1,11.25,9.52,1.24,0.91,,1.88,3.63,1.86,6.46,38.48,3.24,13.11,3.02,4.98,10.44,26.62
ADTRP,0,0.24,1.49,0.16,,5.58,23.76,0,0.42,0.99,0.06,8.48,0.17,0,0.13,0
AEBP1,1.48,0.13,1.66,5.65,,5.13,3.51,12.5,2.19,1.39,3.33,3.4,3.23,65.61,32.81,75.41
AEBP2,5.08,8.5,21.17,13.81,,41.7,65.85,10.14,4.7,15.67,33.16,65.33,13.02,31.51,9.01,23.61
AEN,6.28,15.86,6.09,29.64,,2.12,3.72,20.68,1.66,6.46,1.12,1.04,1.03,82.71,30.77,5.14
AES,247.02,466.77,20.84,325.83,,21.79,12.93,558.33,17.98,30,7.9,2.14,23.97,247.05,314.81,66.65
AFAP1,5.71,11.74,11.04,39.37,,9.05,9.12,0.91,10.7,10.38,28,7.17,17.44,26.91,16.75,17.89
AFAP1L1,0.29,13.23,1.54,0.12,,2.94,1.4,4.8,0.13,0.41,0.15,1.63,0.4,4,14.4,5.53
AFAP1L2,0.04,24.93,19.78,0.69,,19.92,25.16,0,3.43,10.14,3.65,1.88,0.24,34.53,25.21,0.64
AFDN,9.36,82.47,88.6,150.77,,75.11,113.48,26.16,37.6,53.19,130.18,100.81,104.5,51.52,37.94,34.54
AFF1,18.3,4.44,11.05,31.22,,41.26,41.26,21.71,36.34,120.89,40.31,1.63,25.5,13.3,17.29,47.28
AFF2,0.06,0.02,11.02,0,,8.2,13.47,0.64,1.23,0.21,0.04,5.21,4.21,6.49,5.91,54.79
AFF3,1.6,3.08,1.75,0.05,,1.9,1.97,0.01,0.51,0.35,0.08,1.74,0.26,0.19,0.7,67.97
AFF4,18.09,29.56,69.65,24.64,,98.23,107.77,25.94,73.25,160.37,122.81,102.94,42,35.63,81.43,152.86
AFG1L,2.23,5.02,1.82,2.34,,4,2.53,2.37,2.36,3.44,6.59,3.11,1.81,3.27,1.2,2.69
AFG3L2,109.18,135.57,38.94,102.35,,52.95,126.71,112.03,63.44,40.28,150.33,57.57,130.01,67.11,167.58,99.25
AFM,0,0,2.3,0,,3.57,4.44,0,0.6,0,0,2.41,0,0,0,0
AFMID,16.05,30.78,4.05,15.37,,4.3,15.48,63.89,8.41,22.44,10.92,4.47,1.92,12.85,22.17,17.26
AFP,0.12,0.15,0.87,0,,1.39,0.08,0,0.17,0,2.68,0.67,0,0,0.06,1.3
AFTPH,39.53,38.15,50.39,29.98,,76.24,66.22,35.33,83.73,160.62,138.52,62.84,45.69,24.79,22.86,84.27
AGA,30,22.54,22.66,10.87,,32.8,14.78,5.98,108.35,89.05,38.17,31.88,31.03,16.94,68.65,52.05
AGAP1,6.52,10.5,19.59,34.63,,18.7,33.17,36.35,29.58,29.24,44.44,15.27,7.01,18.75,15.53,76.42
AGAP11,1.3,1,16,0.24,,42.4,35.39,0.78,14.92,89.01,41.51,105.25,6.88,2.31,0.88,39.95
AGAP2,0.15,0.08,0.47,0.35,,1.8,0.51,0.58,1.62,11.58,0,0.77,0.06,0.42,0.78,5.32
AGAP3,51.47,56.7,31.59,57.45,,20.77,40.27,87.24,11.48,21.75,27.1,7.04,10.12,78.03,67.04,69.16
AGAP4,8.5,9.7,201.95,4.07,,417.97,330.93,7.42,144.14,105.39,247.6,200.21,98.17,8.79,9.74,652.66
AGAP5,1.17,7.39,98.24,2.7,,120.59,156.36,4.83,66.71,143.49,55.62,91.11,16.77,6.73,3.75,304.44
AGAP6,12.45,16.05,246.88,9.38,,285.81,389.06,12.17,148.18,82.22,175.24,146.18,50.11,14.13,11.74,643.57
AGAP9,7,5.95,235.49,7.02,,421.58,255.01,23.7,95.81,130.11,158.29,134.71,45.22,7.46,9.29,1196.13
AGBL1,0,0,1.38,0,,1.1,0.57,0.03,0.18,0,0,1.03,0,0,0,0.04
AGBL2,0.14,0,1.09,0.11,,2.21,2.47,0.06,0.31,2.54,0.3,1.06,0.43,0.08,0.27,7.6
AGBL3,0.33,0.4,10.89,0.2,,11.32,5.5,0.33,1.64,3.76,1.16,5.04,1.93,0.33,0.62,7.63
AGBL4,0.01,0.02,0.75,0.86,,4.43,1.52,1.06,0.21,2.88,2.67,1.18,1.48,0.79,3.54,24.45
AGBL5,23.34,22.84,13.01,53.44,,40.17,24.58,23.61,17.85,53.59,44.24,25.9,54.01,26.26,57.58,135.38
AGER,2.56,3.34,5.5,2.06,,11.13,7.94,3.27,5.64,10.32,11.42,8.01,29.34,8.06,9.08,4.23
AGFG1,18.85,38.22,32.73,35.82,,38.8,50.3,14.36,41.82,28.68,80.1,35.8,14.17,4.92,21.55,43.99
AGFG2,10.61,10.77,3,3.1,,6.24,3.46,106.68,7.39,39.23,15.7,1.85,2.43,5.51,20.13,29.19
AGGF1,14.82,27,36.67,19.34,,25.38,35.37,14.87,32.93,82.26,75.91,30.22,44.09,9.8,10.23,57.37
AGK,17.26,31.22,33.95,20.52,,39.08,45.52,29.02,26.17,29.5,35.77,9.2,23.56,34.56,45.12,45.03
AGL,8.54,12.26,8.43,16.03,,13.94,15.72,22.94,15.63,20.56,41.84,5.81,26.82,6.8,19.67,32.12
AGMAT,0.17,0.65,1.33,4.62,,0.7,4.04,1.48,2.24,2.24,1.3,1.3,0.31,0.9,1.93,4.41
