Sample,Type,PIM046_A3,PIM056_A3,185_057_X0_P3,185_026_X0_P3,185_037_X0_P3,185_071_X0_P3,185_002_X0_P3,185_049_X0_P3,185_128_X0_P3,185_129_X0_P3
Trial_ID,Meta,185,185,185,185,185,185,185,185,185,185
Patient_ID,Meta,32,40,57,26,37,71,2,49,128,129
TimePoint,Meta,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre
Passage,Meta,P3,P3,P3,P3,P3,P3,P3,P3,P3,P3
Source,Meta,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX
Have_RNA_seq,Meta,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PIM_ID,Meta,PIM046,PIM056,PIM077,PIM040,PIM053,PIM091,PIM010,PIM068,PIM163,PIM164
RCB_status,Meta,RCB-II,RCB-III,RCB-II,RCB-II,RCB-I,RCB-III,RCB-II,pCR,RCB-III,RCB-I
VB_Subtype,Meta,BL2,BL2,BL2,LAR,LAR,LAR,M,M,M,UNS
PCDHA13,Exp,1,41,0,2,264,204,25,170,792,609
PCDHA2,Exp,21,10,8,0,248,365,61,267,982,1397
PCDHA3,Exp,3,34,5,0,241,312,56,251,853,2293
PCDHA4,Exp,0,130,5,1,137,304,35,361,880,1084
PCDHA5,Exp,1,129,10,0,150,940,37,499,693,3140
PCDHA6,Exp,0,836,1,0,201,181,35,428,787,1202
PCDHA7,Exp,3,337,5,1,191,185,36,172,765,593
PCDHA8,Exp,0,21,2,6,229,210,35,146,785,735
PCDHA9,Exp,28,4,0,2,443,480,61,239,1033,1071
PCDHAC1,Exp,43,53,2,11,501,439,36,343,560,1087
PCDHAC2,Exp,79,25,0,0,127,182,86,99,460,331
PCDHB1,Exp,0,0,0,0,58,184,1,90,473,151
PCDHB10,Exp,63,247,32,65,304,573,513,727,1269,571
PCDHB11,Exp,5,1,8,122,202,399,48,279,767,1469
PCDHB12,Exp,13,4,7,31,300,684,42,411,1112,857
PCDHB13,Exp,29,8,245,208,814,903,40,550,1283,1534
PCDHB14,Exp,451,219,102,460,693,764,1131,2220,1484,1203
PCDHB15,Exp,19,9,14,80,289,365,100,458,1074,774
PCDHB16,Exp,17,6,138,434,274,1323,57,482,1661,1572
PCDHB2,Exp,1188,2403,361,699,1508,672,1799,1491,1445,1276
PCDHB3,Exp,38,32,33,135,259,403,175,532,1180,776
PCDHB4,Exp,142,27,3,26,562,328,95,469,1253,993
PCDHB5,Exp,10,9,2,615,409,497,53,484,1419,2554
PCDHB6,Exp,20,2,56,177,374,820,24,290,1157,1398
PCDHB7,Exp,63,3,0,309,725,991,1070,460,2000,1620
PCDHB8,Exp,144,0,208,904,633,348,212,151,2225,1646
PCDHB9,Exp,360,425,65,189,428,501,836,514,1166,664
PCDHGA1,Exp,69,49,7,98,182,331,271,179,673,351
PCDHGA10,Exp,11,187,5,73,385,479,222,1639,907,1071
PCDHGA11,Exp,12,41,13,81,246,343,204,243,661,387
PCDHGA12,Exp,7,39,9,64,371,279,234,350,925,626
PCDHGA2,Exp,25,100,1,25,241,342,254,163,906,428
PCDHGA3,Exp,10,102,2,112,131,244,200,141,662,322
PCDHGA4,Exp,33,141,0,130,732,340,185,683,908,465
PCDHGA5,Exp,59,64,26,86,494,392,136,519,661,516
PCDHGA6,Exp,284,109,20,75,490,286,141,444,816,476
PCDHGA7,Exp,256,38,13,153,550,305,122,322,752,523
PCDHGA8,Exp,574,67,26,90,553,407,127,283,887,500
PCDHGA9,Exp,31,25,13,122,286,285,271,173,654,365
PCDHGB1,Exp,158,215,0,164,2307,669,155,997,940,679
PCDHGB2,Exp,149,119,61,120,726,480,136,973,761,688
PCDHGB3,Exp,153,51,27,92,780,490,134,688,802,733
PCDHGB4,Exp,52,328,302,753,200,367,68,138,453,184
PCDHGB5,Exp,888,635,14,453,399,311,1242,196,544,342
PCDHGB6,Exp,33,55,7,152,325,281,246,177,727,396
PCDHGB7,Exp,7,38,119,67,675,464,252,713,825,733
PCDHGC3,Exp,144,354,612,127,1016,458,1303,1128,1082,540
PCDHGC4,Exp,9,22,32,27,156,180,106,135,513,315
PCDHGC5,Exp,12,34,17,19,102,160,88,125,556,289
PCED1A,Exp,360,692,470,1205,1944,541,276,673,800,1289
PCED1B,Exp,146,102,6,95,437,364,19,44,277,148
PCF11,Exp,1971,2572,917,1654,16053,4083,1645,9909,3420,4229
PCGF1,Exp,960,639,310,411,1323,369,286,449,565,210
PCGF2,Exp,4047,2023,660,813,561,173,833,117,456,357
PCGF3,Exp,4453,6484,483,540,8711,720,2854,4378,961,2498
PCGF5,Exp,583,1627,128,258,3055,858,425,1987,1670,1105
PCGF6,Exp,379,355,202,75,1391,535,339,619,930,493
PCID2,Exp,2353,1604,804,482,4707,552,1577,1993,1487,2011
PCIF1,Exp,1440,1150,1316,1598,1879,486,945,334,1780,1302
PCK1,Exp,0,0,8,1,125,241,0,102,697,602
PCK2,Exp,5520,1439,521,2107,1565,263,699,231,569,522
PCLAF,Exp,1286,408,556,307,1322,261,865,170,232,534
PCLO,Exp,694,765,582,435,6433,8652,1103,8256,10249,28453
PCM1,Exp,3431,2955,2026,2263,26622,8988,2857,8741,12828,18510
PCMT1,Exp,9064,4449,828,1447,5678,1056,2345,3339,2897,856
PCMTD1,Exp,7325,2054,933,499,7196,1258,5411,2268,917,976
PCMTD2,Exp,4566,1586,807,1003,1701,727,1187,1521,699,1592
PCNA,Exp,5119,10192,2291,4975,15107,1793,2835,2750,1775,2663
PCNP,Exp,10227,5280,1035,1039,11235,1286,2005,5666,1988,3088
PCNT,Exp,1749,2664,2709,2010,18717,2344,4761,8210,14734,11179
PCNX1,Exp,2755,1211,2581,565,5960,1938,5313,3860,4314,2990
PCNX2,Exp,765,870,1107,117,12958,1291,1631,5769,8113,6375
PCNX3,Exp,5093,3746,14274,4659,7353,1056,4289,1400,2554,2111
PCNX4,Exp,2273,1735,707,411,4918,842,1210,2344,1849,1968
PCOLCE,Exp,625,326,7,126,386,327,64,122,958,483
PCOLCE2,Exp,7,40,107,51,644,799,6060,745,1408,693
PCOTH,Exp,44,28,78,10,2,0,17,0,7,4
PCP2,Exp,41,51,8,47,242,79,8,54,504,136
PCP4,Exp,442,3,0,1,348,248,56,166,665,128
PCP4L1,Exp,16,0,44,12,294,225,472,234,499,307
PCSK1,Exp,0,4,410,1,863,1326,1,366,1616,11958
PCSK1N,Exp,3850,1753,10,211,56,21,440,62,86,533
PCSK2,Exp,0,0,0,91,3287,867,2,384,2258,1635
PCSK4,Exp,355,224,6,149,139,174,52,160,809,621
PCSK5,Exp,49,39,185,9,808,1755,3,1264,3091,742
PCSK6,Exp,61,731,93,1108,430,1146,871,1038,2664,1603
PCSK7,Exp,5722,2528,1459,1578,6557,1063,1092,1781,1036,1085
PCSK9,Exp,140,18,115,0,163,205,221,188,1090,310
PCTP,Exp,973,1203,259,608,2371,707,539,493,781,509
PCYOX1,Exp,11007,4998,1338,2432,17654,3906,4043,2703,2440,510
PCYOX1L,Exp,933,760,164,89,674,350,261,183,683,588
PCYT1A,Exp,2237,1649,820,524,3895,878,1430,3054,1132,1125
PCYT1B,Exp,21,0,0,1,397,470,734,685,931,629
PCYT2,Exp,1386,3317,762,1439,361,170,475,109,928,233
PDAP1,Exp,14987,6784,3276,2893,8896,629,3308,1793,886,845
PDC,Exp,0,0,0,0,447,268,0,266,773,362
PDCD1,Exp,0,0,0,7,45,38,0,51,511,110
PDCD10,Exp,6010,4053,471,526,6133,1333,1864,4635,1418,1165
PDCD11,Exp,2095,2035,4807,932,6555,3828,2233,4229,4533,2708
PDCD1LG2,Exp,17,10,0,0,171,255,19,220,542,116
PDCD2,Exp,1491,2804,1566,774,6067,442,1313,3375,1178,600
PDCD2L,Exp,753,394,315,376,5231,410,254,1091,933,702
PDCD4,Exp,4625,2579,2054,4088,59987,5837,3336,4324,2512,1269
PDCD5,Exp,5048,3469,1213,728,2464,498,1519,1064,8164,464
PDCD6,Exp,6606,3692,1853,1273,14458,2447,2034,2589,893,1930
PDCD6IP,Exp,4961,4327,1134,3297,21776,3524,2145,4497,7066,2141
PDCD7,Exp,1131,650,1291,619,343,348,1474,283,654,596
PDCL,Exp,2295,1020,336,359,1952,568,543,326,494,221
PDCL2,Exp,1,0,0,0,117,348,1,220,514,169
PDCL3,Exp,2206,2046,662,632,6481,963,644,1595,1235,1060
PDE10A,Exp,41,20,11,0,881,1094,10,1701,3057,730
PDE11A,Exp,220,3,4,526,1010,846,9,1489,2497,1187
PDE12,Exp,1339,1099,793,717,3354,759,790,973,1316,567
PDE1A,Exp,18,20,0,10,863,586,1,539,1989,503
PDE1B,Exp,0,0,1,5,506,1180,0,809,1326,1217
PDE1C,Exp,6,6689,11,5,2732,3278,4088,1771,4267,2594
PDE2A,Exp,1,11,11,33,273,438,27,279,4816,573
PDE3A,Exp,30,0,8,0,328,790,0,995,1453,470
PDE3B,Exp,42,30,57,926,487,739,146,1456,1757,1206
PDE4A,Exp,551,191,10,50,381,404,556,335,2665,634
PDE4B,Exp,706,1204,443,459,1242,1206,1088,452,1929,631
PDE4C,Exp,2,18,5,9,105,196,119,113,887,418
PDE4D,Exp,364,40,631,190,16747,2035,1549,422,1337,1401
PDE4DIP,Exp,2427,1747,843,1581,17988,10659,4728,14741,16737,18382
PDE5A,Exp,405,503,109,1125,3927,2248,605,3007,1868,2599
PDE6A,Exp,1,2,3,82,620,1477,41,987,1740,896
PDE6B,Exp,15,483,14,48,166,191,10,263,948,443
PDE6C,Exp,0,0,0,0,845,699,0,797,2234,652
PDE6D,Exp,1226,1433,157,213,1487,206,433,447,590,560
PDE6G,Exp,0,7,4,2,108,83,1,47,571,189
PDE6H,Exp,0,0,0,1,30,177,1,187,228,77
PDE7A,Exp,3098,2008,1232,362,14834,1854,2132,2937,1418,2860
PDE7B,Exp,33,20,9,14,292,494,117,964,3367,313
PDE8A,Exp,795,1006,697,212,2535,2690,1129,2959,2581,2792
PDE8B,Exp,375,2,7,16,2927,2362,20,567,1957,888
PDE9A,Exp,700,904,22,504,2991,526,19,677,3882,493
PDF,Exp,105,142,99,126,5,6,105,3,21,4
PDGFA,Exp,37,1107,66,439,1125,1009,911,3919,1647,4766
PDGFB,Exp,2125,2997,39,158,226,134,973,184,963,221
PDGFC,Exp,2096,1393,831,1701,1142,294,134,256,425,223
PDGFD,Exp,837,190,69,112,612,229,138,419,437,228
PDGFRA,Exp,2573,89,16,144,642,1970,528,5970,2548,972
PDGFRB,Exp,3,6,5,2,206,511,163,440,2511,495
PDGFRL,Exp,24,10,9,21,196,331,134,109,1112,335
PDHA1,Exp,4139,6575,1538,1973,30304,2800,4444,9295,1449,2379
PDHA2,Exp,0,0,0,0,37,116,0,74,226,41
PDHB,Exp,2956,2169,851,1041,3884,1245,768,1061,1182,695
PDHX,Exp,1899,1312,979,1086,7578,1066,1413,2356,3101,2365
PDIA2,Exp,12,0,17,102,193,152,13,82,822,281
PDIA3,Exp,21682,17426,8496,10974,75383,5679,15303,8413,3916,5549
PDIA4,Exp,14534,14481,6036,7466,19306,2628,13081,3068,2279,2142
PDIA5,Exp,1150,455,404,1098,5356,830,660,1887,1635,806
PDIA6,Exp,24725,25428,7053,7019,13974,2539,20783,4248,3429,2945
PDIK1L,Exp,612,746,293,416,1729,586,361,401,769,693
PDILT,Exp,0,0,0,0,428,1230,0,721,1390,709
PDK1,Exp,3606,3836,4208,1814,2501,600,1851,1419,1584,834
PDK2,Exp,917,641,121,592,1320,449,714,439,1049,1400
PDK3,Exp,20156,11599,1083,5319,1644,1539,571,1894,1252,867
PDK4,Exp,39,0,36,2360,469,427,238,461,739,2102
PDLIM1,Exp,2612,5818,865,542,3504,1026,465,1824,1190,981
PDLIM2,Exp,1147,1134,247,99,104,303,225,116,1008,285
PDLIM3,Exp,1151,128,13,243,16952,1024,350,441,948,366
PDLIM4,Exp,496,3,1099,94,561,169,2,535,548,173
PDLIM5,Exp,15734,3861,2763,3583,21842,3154,1850,4597,2274,1410
PDLIM7,Exp,2636,3531,1646,261,805,267,1409,667,1112,479
PDP1,Exp,3989,1787,260,880,6058,2637,993,1953,1307,724
PDP2,Exp,888,1752,268,508,1343,504,765,473,956,512
PDPK1,Exp,1607,3125,1799,1579,17958,4021,3126,4226,2009,3164
PDPN,Exp,0,2,269,0,134,314,2778,114,519,238
PDPR,Exp,6082,3987,1385,2488,4971,3124,4570,3648,6363,5116
PDRG1,Exp,1455,719,1013,459,1279,357,274,331,621,423
PDS5A,Exp,5837,5161,1621,1991,23121,3169,4030,7375,5316,10192
PDS5B,Exp,3146,2188,751,855,14513,4758,1171,6601,5029,3285
PDSS1,Exp,771,614,664,347,2412,425,304,1219,1282,423
PDSS2,Exp,1021,743,160,1299,2943,629,530,1275,798,522
PDX1,Exp,0,15,0,0,44,43,10,26,338,35
PDXDC1,Exp,13361,10683,1998,3746,25805,5769,6894,14861,4288,8497
PDXK,Exp,4055,10525,6288,3770,12644,1208,7216,854,3196,297
PDXP,Exp,1449,550,683,1195,672,62,931,328,514,457
PDYN,Exp,0,0,0,3,179,113,3,75,439,137
PDZD11,Exp,1286,1857,338,355,4117,665,587,886,443,696
PDZD2,Exp,1844,262,2021,134,3876,6029,646,9364,4119,4021
PDZD3,Exp,1,1,0,0,148,187,1,124,490,152
PDZD4,Exp,2,6,0,8,47,88,286,60,584,585
PDZD7,Exp,82,123,90,13,487,481,176,325,1731,452
PDZD8,Exp,996,1353,763,483,8924,2556,1868,4416,2747,5433
PDZD9,Exp,0,0,0,0,139,168,0,162,329,135
PDZK1,Exp,2,10,2,3,1306,796,4,1094,2601,1221
PDZK1IP1,Exp,1377,3292,183,743,3077,1220,70,140,362,243
PDZRN3,Exp,4667,979,1315,288,481,1408,3309,2497,3248,1576
PDZRN4,Exp,3,0,0,5,463,535,0,304,979,298
PEA15,Exp,6298,6507,1404,1526,13784,2686,6610,2442,1781,2612
PEAK1,Exp,367,1341,1264,441,3438,2215,5235,6552,2392,3437
PEAR1,Exp,0,60,31,2,495,419,26,494,3113,722
PEBP1,Exp,13951,6468,4351,4010,6676,678,12591,799,577,429
PEBP4,Exp,0,0,20,6,18,119,2,43,101,112
PECAM1,Exp,0,13,14,1,76,121,5,83,273,168
PECR,Exp,789,0,198,42,508,433,304,522,1016,1089
PEF1,Exp,4811,3308,1627,870,549,136,715,58,1052,169
PEG10,Exp,28086,41174,8882,3824,54694,34151,4381,13348,14938,127309
PEG3,Exp,2450,105,51,0,9775,5900,2,1585,6246,9502
PELI1,Exp,3053,910,1588,1278,8330,727,1647,16464,2012,1143
PELI2,Exp,3,34,1300,974,203,328,193,372,724,705
PELI3,Exp,438,246,475,272,749,207,332,151,944,167
PELO,Exp,936,954,267,421,1381,404,852,725,197,364
PELP1,Exp,3983,2265,2331,1854,3173,878,1306,724,1491,712
PEMT,Exp,967,835,427,527,1688,147,443,217,769,1024
PENK,Exp,0,1,0,0,216,234,156,142,308,168
PEPD,Exp,2016,1755,1180,723,4166,528,2235,407,1974,924
PER1,Exp,845,405,504,271,981,476,444,197,1658,515
PER2,Exp,608,522,1018,552,3280,626,412,3044,2774,2041
PER3,Exp,551,1628,449,1899,936,1357,577,2048,2710,4345
PERM1,Exp,19,8,2,4,69,55,8,29,591,51
PERP,Exp,64889,28464,11688,10281,29055,3812,14388,13619,2492,757
PES1,Exp,3601,1764,2073,3784,3323,295,4360,794,1564,749
PET100,Exp,2231,1364,452,374,4989,788,371,1018,399,985
PET117,Exp,26,28,8,6,43,11,5,7,52,12
PEX1,Exp,1322,1137,325,1033,9754,2539,851,3263,3210,2770
PEX10,Exp,712,698,698,726,326,73,354,53,612,91
PEX11A,Exp,673,428,263,249,529,408,278,79,398,128
PEX11B,Exp,2155,1097,543,780,2558,423,563,530,803,381
PEX11G,Exp,121,282,64,59,70,69,41,44,495,135
PEX12,Exp,473,297,71,129,692,705,172,1160,601,681
PEX13,Exp,5078,2124,1288,553,12562,1451,861,1247,1705,683
PEX14,Exp,408,837,602,474,393,217,399,122,725,377
PEX16,Exp,1341,395,403,424,499,363,251,112,1039,414
PEX19,Exp,4891,1828,1383,1113,4788,1144,2102,1195,2095,1446
PEX2,Exp,5931,1511,505,1281,4959,683,1689,949,617,773
PEX26,Exp,1937,1037,2126,2688,231,120,2666,200,689,270
PEX3,Exp,1783,1002,247,692,2007,501,442,923,1879,372
PEX5,Exp,2482,1121,3482,1826,756,923,2617,1653,1349,1147
PEX5L,Exp,1,2,0,4,533,713,6,886,1495,1181
PEX6,Exp,2813,1802,1024,519,739,441,3309,435,1742,1011
PEX7,Exp,829,184,151,423,798,358,266,510,1062,189
PF4,Exp,0,0,0,0,22,54,0,23,218,21
PF4V1,Exp,2,0,0,0,45,63,0,38,271,25
PFAS,Exp,634,778,1284,1026,751,396,834,148,1622,301
PFDN1,Exp,2869,2383,870,809,947,275,679,239,360,274
PFDN2,Exp,4310,2924,1226,520,5397,503,1207,2000,675,688
PFDN4,Exp,4332,1426,93,114,1146,723,249,949,885,366
PFDN5,Exp,10429,3997,1982,1601,13768,1858,993,3795,475,1617
PFDN6,Exp,1230,1756,1274,543,340,159,311,100,255,242
PFKFB1,Exp,4,22,0,3,653,674,8,393,901,861
PFKFB2,Exp,821,1143,916,3308,3468,2368,1412,2075,3982,3430
PFKFB3,Exp,16632,4924,4129,1180,722,848,3103,2177,2443,481
PFKFB4,Exp,844,1055,1502,524,432,211,687,96,1868,244
PFKL,Exp,4477,10654,11684,6157,9352,1049,5333,1657,7182,857
PFKM,Exp,2632,124,1327,742,1139,1369,2774,1718,1958,2318
PFKP,Exp,23818,11000,7096,3169,4116,1002,763,2860,4191,2035
PFN1,Exp,27212,34696,12926,8194,77940,7734,5200,5319,2894,2749
PFN2,Exp,9710,14451,2911,216,14073,1091,17973,4701,926,1343
PFN3,Exp,0,3,3,0,0,3,1,1,30,10
PFN4,Exp,6,7,10,3,117,220,132,169,522,251
PGA3,Exp,0,0,0,0,14,198,0,102,66,104
PGA4,Exp,0,0,0,0,4,3,0,0,57,2
PGA5,Exp,0,0,0,0,148,124,0,121,371,201
PGAM1,Exp,4020,6152,2156,908,17341,898,3715,2295,1618,842
PGAM2,Exp,193,1,28,11,874,120,11,163,597,1172
PGAM4,Exp,6,2,9,1,207,117,8,108,282,209
PGAM5,Exp,1334,2310,5188,1941,2254,267,2672,537,934,698
PGAP1,Exp,707,625,916,14,3301,1387,2117,2386,3739,3875
PGAP2,Exp,1450,1517,960,792,716,253,1135,365,850,330
PGAP3,Exp,2305,340,546,333,288,132,590,90,445,173
PGBD1,Exp,134,31,103,21,596,694,328,915,1551,1463
PGBD2,Exp,506,600,141,195,1947,535,194,847,1120,514
PGBD3,Exp,0,0,0,0,0,0,0,0,0,0
PGBD4,Exp,50,56,40,95,477,164,51,203,410,326
PGBD5,Exp,200,857,4,889,1313,223,77,271,4106,922
PGC,Exp,5,0,0,1,334,150,0,181,1306,539
PGD,Exp,3084,7745,5250,3652,6826,1472,2815,946,1142,1167
PGF,Exp,123,775,1651,2,65,34,148,37,557,107
PGGHG,Exp,4357,3380,310,697,4551,117,877,520,1291,300
PGGT1B,Exp,652,905,913,295,2522,1776,425,900,1296,1062
PGK1,Exp,33373,45450,11179,10025,56725,7658,13768,12858,3656,3812
PGK2,Exp,0,0,0,0,95,167,0,133,443,198
PGLS,Exp,3968,3667,729,1738,1816,254,2582,328,355,300
PGLYRP1,Exp,0,0,0,2,70,26,0,26,412,77
PGLYRP2,Exp,0,0,4,0,70,90,3,55,852,94
PGLYRP3,Exp,0,0,4,0,571,1335,0,900,1680,1290
PGLYRP4,Exp,5,6,17,0,570,1306,1,1101,1848,1346
PGM1,Exp,5609,5988,3055,1308,5461,1877,3481,776,2710,1419
PGM2,Exp,1554,2222,313,337,3486,957,741,763,1292,1286
PGM2L1,Exp,1804,5096,53,273,11925,1952,191,1489,1628,1583
PGM3,Exp,2694,1540,420,1523,12207,687,2859,1951,14659,1045
PGM5,Exp,5,10,2,0,677,1784,264,1189,1485,836
PGP,Exp,1292,1516,755,475,4475,449,1427,637,356,863
PGPEP1,Exp,388,475,40,1656,40,101,394,43,220,142
PGPEP1L,Exp,0,2,0,45,123,86,4,69,416,147
PGR,Exp,1,1,0,3,384,204,0,239,420,187
PGRMC1,Exp,9657,12531,1233,1909,6788,800,12185,2911,608,648
PGRMC2,Exp,12410,3221,586,923,5684,1670,2502,1672,661,695
PGS1,Exp,881,1247,418,430,630,199,457,319,855,548
PHACTR1,Exp,509,0,371,54,424,503,49,375,1837,817
PHACTR2,Exp,1949,2082,342,90,5874,1061,1519,1320,3737,971
PHACTR3,Exp,2,0,0,26,687,648,5,693,1169,650
PHACTR4,Exp,1076,2659,1539,910,5214,2095,1650,2186,3209,5460
PHAX,Exp,1006,2417,676,536,3168,1077,864,1439,833,756
PHB,Exp,10455,7630,3211,4589,11287,1525,3444,2035,1018,2133
PHB2,Exp,11573,5299,21019,4874,4984,823,3150,5111,1313,1891
PHC1,Exp,677,285,1904,585,998,961,1579,2004,1823,2254
PHC2,Exp,4762,5299,2880,1262,2779,630,3216,732,3549,1822
PHC3,Exp,2103,1332,1107,1337,12091,4271,7759,12362,3557,5562
PHEX,Exp,24,63,71,48,5208,1351,123,1569,1640,905
PHF1,Exp,1445,1515,397,1083,2514,863,1225,1186,1634,2072
PHF10,Exp,704,1822,1040,464,3199,420,812,3694,2196,773
PHF11,Exp,21,20,6,20,276,190,9,165,162,155
PHF12,Exp,1526,1560,1164,1137,6171,1374,1612,2543,20723,3247
PHF13,Exp,757,911,908,440,1438,300,1006,464,584,316
PHF14,Exp,1599,3851,848,3764,46057,6432,2053,15454,6219,15973
PHF19,Exp,2736,3002,1618,836,1848,335,1642,267,1142,662
PHF2,Exp,3001,2289,1273,1522,5975,3209,2628,2012,2858,2195
PHF20,Exp,2955,1710,1160,1354,24761,4638,1468,4800,4085,3832
PHF20L1,Exp,8001,5095,1159,2419,34618,4201,2077,7741,5360,2603
PHF21A,Exp,1969,1103,1007,376,6804,1850,957,4048,2728,6374
PHF21B,Exp,0,0,14,1,305,212,7,252,2136,1025
PHF23,Exp,1928,1748,990,638,2413,590,771,329,529,314
PHF24,Exp,9,9,74,0,133,162,89,81,939,96
PHF3,Exp,4814,3228,1158,1826,16793,2660,3280,11201,4772,6229
PHF5A,Exp,4318,1036,721,1463,522,132,1017,188,282,277
PHF6,Exp,2224,1969,400,574,22038,1397,1601,4109,1494,3422
PHF7,Exp,172,212,24,137,222,196,48,138,831,178
PHF8,Exp,569,1483,1058,896,10064,2682,2175,4582,2351,4691
PHGDH,Exp,12493,2715,3696,13883,3759,271,7711,1849,913,781
PHGR1,Exp,1,0,0,0,36,38,0,31,61,79
PHIP,Exp,4030,2639,1669,2573,22948,3152,6256,19287,4276,9479
PHKA1,Exp,463,492,945,731,6482,1451,2748,1682,2220,1985
PHKA2,Exp,838,855,1477,658,20290,1371,1601,7797,2378,2058
PHKB,Exp,5053,7147,855,2382,33622,6541,3217,8324,4948,3874
PHKG1,Exp,48,88,23,39,427,166,39,86,2050,158
PHKG2,Exp,2085,1546,825,923,3166,882,912,1190,1635,1252
PHLDA1,Exp,2899,1747,408,3377,323,377,516,2928,557,351
PHLDA2,Exp,772,787,797,551,224,59,371,66,136,68
PHLDA3,Exp,159,38,1794,603,826,288,1029,168,630,74
PHLDB1,Exp,4312,2713,1071,348,1804,583,3533,491,1410,778
PHLDB2,Exp,95,843,90,309,4175,1830,3,1035,2393,6215
PHLDB3,Exp,329,346,511,296,729,393,426,186,1237,588
PHLPP1,Exp,1859,721,1790,3899,8154,1364,1932,6554,5500,1311
PHLPP2,Exp,589,2198,305,179,4279,2818,1811,3700,3350,2433
PHOSPHO1,Exp,6,0,30,0,39,57,392,53,331,147
PHOSPHO2,Exp,216,192,20,23,221,78,28,133,136,92
PHOSPHO2-KLHL23,Exp,0,0,0,0,0,0,0,0,0,0
PHOX2A,Exp,1,0,0,2,4,15,0,10,247,20
PHOX2B,Exp,0,0,0,0,208,214,1,118,467,277
PHPT1,Exp,2655,1242,1075,1086,5024,1588,637,866,845,474
PHRF1,Exp,1956,1135,3117,1323,4054,566,5370,1432,2457,1842
PHTF1,Exp,772,806,69,353,2967,957,569,1178,2232,3313
PHTF2,Exp,2831,2248,329,294,1705,1197,994,2304,2749,1756
PHYH,Exp,2797,1729,298,1474,1185,642,356,680,1183,302
PHYHD1,Exp,244,1,93,1065,108,307,18,35,469,60
PHYHIP,Exp,3,0,33,0,51,135,11,52,697,182
PHYHIPL,Exp,15,9,0,0,246,217,1320,168,534,1557
PHYKPL,Exp,997,255,201,408,572,204,473,369,803,517
PI15,Exp,98,39,23,675,695,369,7779,6730,751,423
PI16,Exp,0,24,4,0,106,108,22,95,1114,219
PI3,Exp,26,28,212,1,605,1358,92,627,321,94
PI4K2A,Exp,932,1243,389,193,1257,168,1293,603,934,412
PI4K2B,Exp,1771,1555,193,468,3374,700,1135,1419,985,1346
PI4KA,Exp,2112,2185,2330,3741,30941,2634,8435,6348,7422,9754
PI4KB,Exp,4728,3026,1783,862,4867,1148,3849,1570,2622,1957
PIANP,Exp,2,0,4,0,298,215,11,248,771,515
PIAS1,Exp,1449,862,835,687,9983,2871,1434,4578,1521,5652
PIAS2,Exp,2052,826,941,421,4598,993,1894,3084,3144,1059
PIAS3,Exp,1358,1616,2014,1478,7102,1663,2515,2083,1886,733
PIAS4,Exp,929,1166,817,682,2354,322,1072,371,1375,1665
PIBF1,Exp,710,875,222,191,6492,1199,431,4449,1570,3605
PICALM,Exp,9502,12745,2401,3332,21052,1931,2557,6430,1937,2227
PICK1,Exp,1765,569,728,1144,810,207,669,340,1711,555
PID1,Exp,1719,3,4,156,192,713,49,476,829,338
PIDD1,Exp,753,354,750,542,995,219,897,341,619,1432
PIEZO1,Exp,13764,15434,3533,3038,8421,2994,16930,953,4578,868
PIEZO2,Exp,3,3,3,1,2098,2336,0,5491,6597,3379
PIF1,Exp,199,218,270,171,525,232,500,195,1061,1009
PIFO,Exp,232,9,14,18,438,292,35,194,934,576
PIGA,Exp,1149,943,262,337,4407,929,337,1640,887,858
PIGB,Exp,677,302,94,58,1229,478,197,327,712,397
PIGBOS1,Exp,300,120,65,79,9,1,91,2,4,6
PIGC,Exp,2499,1681,354,487,5395,1271,1176,2012,1461,1707
PIGF,Exp,969,705,189,144,1639,375,160,705,752,485
PIGG,Exp,1445,3108,358,440,3645,533,1843,1724,867,1308
PIGH,Exp,819,183,342,217,899,167,247,116,391,223
PIGK,Exp,3438,1851,265,586,4521,792,1856,782,1688,963
PIGL,Exp,259,107,95,96,4132,395,221,299,790,633
PIGM,Exp,1906,936,394,537,2964,267,934,581,1151,1086
PIGN,Exp,3744,1907,454,282,7141,1095,1143,2282,3393,609
PIGO,Exp,2184,1539,601,855,3411,1269,891,979,2035,1166
PIGP,Exp,466,667,147,358,2113,494,302,1888,1355,429
PIGQ,Exp,1898,2078,1198,1052,1515,452,2369,230,996,531
PIGR,Exp,8,2,9,3889,656,1711,2,192,1769,366
PIGS,Exp,2712,2911,1342,1474,9721,2061,2247,3231,14117,3069
PIGT,Exp,4065,4598,3854,4743,23544,3207,3200,1473,2231,3752
PIGU,Exp,1367,1405,491,689,9094,1965,482,2080,2050,2822
PIGV,Exp,581,1045,187,364,369,263,189,197,913,299
PIGW,Exp,2764,2041,235,454,2058,405,293,946,458,429
PIGX,Exp,3583,1312,383,335,620,478,1294,1409,698,370
PIGY,Exp,0,0,0,0,0,0,0,0,0,0
PIGZ,Exp,685,69,30,160,342,204,225,705,586,450
PIH1D1,Exp,2054,1502,2884,516,5030,513,991,645,694,1190
PIH1D2,Exp,186,50,16,5,712,277,15,517,498,386
